geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
600,Paraguay,511,Total Population [1000],2000,5303,X,h,5350,,-0.008785047
600,Paraguay,511,Total Population [1000],2001,5407,X,h,5461,,-0.009888299
600,Paraguay,511,Total Population [1000],2002,5509,X,h,5571,,-0.011129061
600,Paraguay,511,Total Population [1000],2003,5608,X,h,5682,,-0.013023583
600,Paraguay,511,Total Population [1000],2004,5704,X,h,5793,,-0.01536337
600,Paraguay,511,Total Population [1000],2005,5795,X,h,5904,,-0.01846206
600,Paraguay,511,Total Population [1000],2006,5883,X,h,6015,,-0.021945137
600,Paraguay,511,Total Population [1000],2007,5966,X,h,6125,,-0.025959184
600,Paraguay,511,Total Population [1000],2008,6047,X,h,6236,,-0.03030789
600,Paraguay,511,Total Population [1000],2009,6128,X,h,6347,,-0.03450449
600,Paraguay,511,Total Population [1000],2010,6210,X,h,6460,,-0.03869969
600,Paraguay,511,Total Population [1000],2011,6294,X,h,6573,,-0.042446372
600,Paraguay,511,Total Population [1000],2012,6379,X,h,6687,,-0.046059518
600,Paraguay,511,Total Population [1000],2013,6466,X,h,6802,,-0.049397236
604,Peru,511,Total Population [1000],2000,25915,X,h,26000,,-0.003269231
604,Peru,511,Total Population [1000],2001,26261,X,h,26372,,-0.00420901
604,Peru,511,Total Population [1000],2002,26601,X,h,26730,,-0.004826038
604,Peru,511,Total Population [1000],2003,26938,X,h,27073,,-0.004986518
604,Peru,511,Total Population [1000],2004,27273,X,h,27404,,-0.004780324
604,Peru,511,Total Population [1000],2005,27610,X,h,27723,,-0.004076038
604,Peru,511,Total Population [1000],2006,27950,X,h,28031,,-0.002889658
604,Peru,511,Total Population [1000],2007,28293,X,h,28328,,-0.001235527
604,Peru,511,Total Population [1000],2008,28642,X,h,28626,,0.000558932
604,Peru,511,Total Population [1000],2009,29002,X,h,28934,,0.002350176
604,Peru,511,Total Population [1000],2010,29374,X,h,29263,,0.003793186
604,Peru,511,Total Population [1000],2011,29760,X,h,29615,,0.004896167
604,Peru,511,Total Population [1000],2012,30159,X,h,29988,,0.005702281
604,Peru,511,Total Population [1000],2013,30566,X,h,30376,,0.006254938
608,Philippines,511,Total Population [1000],2000,77992,X,h,77652,,0.004378509
608,Philippines,511,Total Population [1000],2001,79665,X,h,79298,,0.004628112
608,Philippines,511,Total Population [1000],2002,81352,X,h,80954,,0.004916372
608,Philippines,511,Total Population [1000],2003,83032,X,h,82605,,0.005169179
608,Philippines,511,Total Population [1000],2004,84678,X,h,84231,,0.005306835
608,Philippines,511,Total Population [1000],2005,86274,X,h,85821,,0.005278428
608,Philippines,511,Total Population [1000],2006,87809,X,h,87367,,0.005059118
608,Philippines,511,Total Population [1000],2007,89293,X,h,88876,,0.00469193
608,Philippines,511,Total Population [1000],2008,90752,X,h,90371,,0.004215954
608,Philippines,511,Total Population [1000],2009,92221,X,h,91886,,0.003645822
608,Philippines,511,Total Population [1000],2010,93727,X,h,93444,,0.003028552
608,Philippines,511,Total Population [1000],2011,95278,X,h,95053,,0.0023671
608,Philippines,511,Total Population [1000],2012,96867,X,h,96707,,0.001654482
608,Philippines,511,Total Population [1000],2013,98481,X,h,98394,,0.0008842
616,Poland,511,Total Population [1000],2000,38550,X,h,38351,,0.005188913
616,Poland,511,Total Population [1000],2001,38524,X,h,38315,,0.005454783
616,Poland,511,Total Population [1000],2002,38484,X,h,38281,,0.005302892
616,Poland,511,Total Population [1000],2003,38439,X,h,38250,,0.004941176
616,Poland,511,Total Population [1000],2004,38396,X,h,38225,,0.004473512
616,Poland,511,Total Population [1000],2005,38363,X,h,38206,,0.004109302
616,Poland,511,Total Population [1000],2006,38341,X,h,38194,,0.003848772
616,Poland,511,Total Population [1000],2007,38330,X,h,38189,,0.003692163
616,Poland,511,Total Population [1000],2008,38326,X,h,38190,,0.003561142
616,Poland,511,Total Population [1000],2009,38325,X,h,38194,,0.003429858
616,Poland,511,Total Population [1000],2010,38323,X,h,38199,,0.003246158
616,Poland,511,Total Population [1000],2011,38321,X,h,38205,,0.003036252
616,Poland,511,Total Population [1000],2012,38317,X,h,38211,,0.00277407
616,Poland,511,Total Population [1000],2013,38309,X,h,38217,,0.002407306
620,Portugal,511,Total Population [1000],2000,10355,X,h,10306,,0.004754512
620,Portugal,511,Total Population [1000],2001,10399,X,h,10351,,0.004637233
620,Portugal,511,Total Population [1000],2002,10444,X,h,10396,,0.00461716
620,Portugal,511,Total Population [1000],2003,10487,X,h,10439,,0.004598142
620,Portugal,511,Total Population [1000],2004,10528,X,h,10478,,0.004771903
620,Portugal,511,Total Population [1000],2005,10566,X,h,10511,,0.005232613
620,Portugal,511,Total Population [1000],2006,10600,X,h,10537,,0.005978931
620,Portugal,511,Total Population [1000],2007,10630,X,h,10556,,0.007010231
620,Portugal,511,Total Population [1000],2008,10652,X,h,10570,,0.007757805
620,Portugal,511,Total Population [1000],2009,10661,X,h,10581,,0.007560722
620,Portugal,511,Total Population [1000],2010,10652,X,h,10590,,0.00585458
620,Portugal,511,Total Population [1000],2011,10625,X,h,10598,,0.002547651
620,Portugal,511,Total Population [1000],2012,10582,X,h,10604,,-0.002074689
620,Portugal,511,Total Population [1000],2013,10528,X,h,10608,,-0.007541478
624,Guinea-Bissau,511,Total Population [1000],2000,1243,X,h,1273,,-0.023566379
624,Guinea-Bissau,511,Total Population [1000],2001,1268,X,h,1302,,-0.026113671
624,Guinea-Bissau,511,Total Population [1000],2002,1294,X,h,1331,,-0.027798648
624,Guinea-Bissau,511,Total Population [1000],2003,1321,X,h,1361,,-0.029390154
624,Guinea-Bissau,511,Total Population [1000],2004,1350,X,h,1391,,-0.029475198
624,Guinea-Bissau,511,Total Population [1000],2005,1381,X,h,1422,,-0.02883263
624,Guinea-Bissau,511,Total Population [1000],2006,1413,X,h,1453,,-0.02752925
624,Guinea-Bissau,511,Total Population [1000],2007,1446,X,h,1484,,-0.025606469
624,Guinea-Bissau,511,Total Population [1000],2008,1481,X,h,1517,,-0.023731048
624,Guinea-Bissau,511,Total Population [1000],2009,1517,X,h,1551,,-0.021921341
624,Guinea-Bissau,511,Total Population [1000],2010,1556,X,h,1587,,-0.019533711
624,Guinea-Bissau,511,Total Population [1000],2011,1596,X,h,1624,,-0.017241379
624,Guinea-Bissau,511,Total Population [1000],2012,1638,X,h,1664,,-0.015625
624,Guinea-Bissau,511,Total Population [1000],2013,1681,X,h,1704,,-0.013497653
626,Timor-Leste,511,Total Population [1000],2000,872,X,h,854,,0.021077283
626,Timor-Leste,511,Total Population [1000],2001,893,X,h,871,,0.025258324
626,Timor-Leste,511,Total Population [1000],2002,924,X,h,899,,0.027808676
626,Timor-Leste,511,Total Population [1000],2003,961,X,h,933,,0.030010718
626,Timor-Leste,511,Total Population [1000],2004,997,X,h,967,,0.031023785
626,Timor-Leste,511,Total Population [1000],2005,1026,X,h,996,,0.030120482
626,Timor-Leste,511,Total Population [1000],2006,1049,X,h,1018,,0.030451866
626,Timor-Leste,511,Total Population [1000],2007,1065,X,h,1036,,0.027992278
626,Timor-Leste,511,Total Population [1000],2008,1078,X,h,1050,,0.026666667
626,Timor-Leste,511,Total Population [1000],2009,1092,X,h,1064,,0.026315789
626,Timor-Leste,511,Total Population [1000],2010,1110,X,h,1079,,0.028730306
626,Timor-Leste,511,Total Population [1000],2011,1132,X,h,1096,,0.032846715
626,Timor-Leste,511,Total Population [1000],2012,1157,X,h,1114,,0.038599641
626,Timor-Leste,511,Total Population [1000],2013,1184,X,h,1133,,0.045013239
642,Romania,511,Total Population [1000],2000,22128,X,h,22388,,-0.011613364
642,Romania,511,Total Population [1000],2001,21984,X,h,22310,,-0.014612281
642,Romania,511,Total Population [1000],2002,21855,X,h,22250,,-0.017752809
642,Romania,511,Total Population [1000],2003,21729,X,h,22202,,-0.021304387
642,Romania,511,Total Population [1000],2004,21591,X,h,22158,,-0.025588952
642,Romania,511,Total Population [1000],2005,21431,X,h,22113,,-0.030841586
642,Romania,511,Total Population [1000],2006,21244,X,h,22065,,-0.037208248
642,Romania,511,Total Population [1000],2007,21036,X,h,22016,,-0.044513081
642,Romania,511,Total Population [1000],2008,20821,X,h,21965,,-0.052082859
642,Romania,511,Total Population [1000],2009,20618,X,h,21913,,-0.059097339
642,Romania,511,Total Population [1000],2010,20440,X,h,21861,,-0.065001601
642,Romania,511,Total Population [1000],2011,20293,X,h,21809,,-0.069512587
642,Romania,511,Total Population [1000],2012,20171,X,h,21755,,-0.072810848
642,Romania,511,Total Population [1000],2013,20068,X,h,21699,,-0.075164754
643,Russian Federation,511,Total Population [1000],2000,146397,X,h,146763,,-0.002493817
643,Russian Federation,511,Total Population [1000],2001,145815,X,h,146170,,-0.002428679
643,Russian Federation,511,Total Population [1000],2002,145195,X,h,145521,,-0.002240226
643,Russian Federation,511,Total Population [1000],2003,144585,X,h,144880,,-0.002036168
643,Russian Federation,511,Total Population [1000],2004,144045,X,h,144331,,-0.001981556
643,Russian Federation,511,Total Population [1000],2005,143618,X,h,143933,,-0.002188518
643,Russian Federation,511,Total Population [1000],2006,143323,X,h,143715,,-0.002727621
643,Russian Federation,511,Total Population [1000],2007,143150,X,h,143652,,-0.003494556
643,Russian Federation,511,Total Population [1000],2008,143083,X,h,143677,,-0.004134273
643,Russian Federation,511,Total Population [1000],2009,143093,X,h,143690,,-0.004154778
643,Russian Federation,511,Total Population [1000],2010,143154,X,h,143618,,-0.003230793
643,Russian Federation,511,Total Population [1000],2011,143264,X,h,143438,,-0.001213068
643,Russian Federation,511,Total Population [1000],2012,143421,X,h,143170,,0.001753161
643,Russian Federation,511,Total Population [1000],2013,143597,X,h,142834,,0.005341865
646,Rwanda,511,Total Population [1000],2000,8026,X,h,8396,,-0.044068604
646,Rwanda,511,Total Population [1000],2001,8329,X,h,8760,,-0.049200913
646,Rwanda,511,Total Population [1000],2002,8536,X,h,8988,,-0.050289275
646,Rwanda,511,Total Population [1000],2003,8680,X,h,9126,,-0.048871357
646,Rwanda,511,Total Population [1000],2004,8818,X,h,9254,,-0.047114761
646,Rwanda,511,Total Population [1000],2005,8992,X,h,9429,,-0.046346378
646,Rwanda,511,Total Population [1000],2006,9207,X,h,9661,,-0.046993065
646,Rwanda,511,Total Population [1000],2007,9447,X,h,9928,,-0.048448832
646,Rwanda,511,Total Population [1000],2008,9708,X,h,10223,,-0.050376602
646,Rwanda,511,Total Population [1000],2009,9977,X,h,10530,,-0.052516619
646,Rwanda,511,Total Population [1000],2010,10247,X,h,10837,,-0.054443112
646,Rwanda,511,Total Population [1000],2011,10516,X,h,11144,,-0.056353195
646,Rwanda,511,Total Population [1000],2012,10789,X,h,11458,,-0.058387153
646,Rwanda,511,Total Population [1000],2013,11065,X,h,11777,,-0.060456823
659,Saint Kitts and Nevis,511,Total Population [1000],2000,45,X,h,46,,-0.02173913
659,Saint Kitts and Nevis,511,Total Population [1000],2001,46,X,h,46,,0
659,Saint Kitts and Nevis,511,Total Population [1000],2002,47,X,h,47,,0
659,Saint Kitts and Nevis,511,Total Population [1000],2003,47,X,h,48,,-0.020833333
659,Saint Kitts and Nevis,511,Total Population [1000],2004,48,X,h,48,,0
659,Saint Kitts and Nevis,511,Total Population [1000],2005,49,X,h,49,,0
659,Saint Kitts and Nevis,511,Total Population [1000],2006,49,X,h,50,,-0.02
659,Saint Kitts and Nevis,511,Total Population [1000],2007,50,X,h,50,,0
659,Saint Kitts and Nevis,511,Total Population [1000],2008,50,X,h,51,,-0.019607843
659,Saint Kitts and Nevis,511,Total Population [1000],2009,51,X,h,52,,-0.019230769
659,Saint Kitts and Nevis,511,Total Population [1000],2010,51,X,h,52,,-0.019230769
659,Saint Kitts and Nevis,511,Total Population [1000],2011,52,X,h,53,,-0.018867925
659,Saint Kitts and Nevis,511,Total Population [1000],2012,53,X,h,54,,-0.018518519
659,Saint Kitts and Nevis,511,Total Population [1000],2013,53,X,h,54,,-0.018518519
662,Saint Lucia,511,Total Population [1000],2000,157,X,h,157,,0
662,Saint Lucia,511,Total Population [1000],2001,158,X,h,159,,-0.006289308
662,Saint Lucia,511,Total Population [1000],2002,160,X,h,160,,0
662,Saint Lucia,511,Total Population [1000],2003,161,X,h,162,,-0.00617284
662,Saint Lucia,511,Total Population [1000],2004,162,X,h,163,,-0.006134969
662,Saint Lucia,511,Total Population [1000],2005,164,X,h,165,,-0.006060606
662,Saint Lucia,511,Total Population [1000],2006,165,X,h,168,,-0.017857143
662,Saint Lucia,511,Total Population [1000],2007,167,X,h,170,,-0.017647059
662,Saint Lucia,511,Total Population [1000],2008,169,X,h,173,,-0.023121387
662,Saint Lucia,511,Total Population [1000],2009,171,X,h,175,,-0.022857143
662,Saint Lucia,511,Total Population [1000],2010,173,X,h,177,,-0.02259887
662,Saint Lucia,511,Total Population [1000],2011,174,X,h,179,,-0.027932961
662,Saint Lucia,511,Total Population [1000],2012,175,X,h,181,,-0.033149171
662,Saint Lucia,511,Total Population [1000],2013,176,X,h,182,,-0.032967033
670,Saint Vincent and the Grenadines,511,Total Population [1000],2000,108,X,h,108,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2001,108,X,h,108,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2002,108,X,h,108,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2003,108,X,h,108,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2004,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2005,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2006,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2007,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2008,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2009,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2010,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2011,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2012,109,X,h,109,,0
670,Saint Vincent and the Grenadines,511,Total Population [1000],2013,109,X,h,109,,0
678,Sao Tome and Principe,511,Total Population [1000],2000,139,X,h,139,,0
678,Sao Tome and Principe,511,Total Population [1000],2001,142,X,h,142,,0
678,Sao Tome and Principe,511,Total Population [1000],2002,145,X,h,144,,0.006944444
678,Sao Tome and Principe,511,Total Population [1000],2003,148,X,h,147,,0.006802721
678,Sao Tome and Principe,511,Total Population [1000],2004,152,X,h,151,,0.006622517
678,Sao Tome and Principe,511,Total Population [1000],2005,156,X,h,155,,0.006451613
678,Sao Tome and Principe,511,Total Population [1000],2006,159,X,h,159,,0
678,Sao Tome and Principe,511,Total Population [1000],2007,163,X,h,163,,0
678,Sao Tome and Principe,511,Total Population [1000],2008,167,X,h,168,,-0.005952381
678,Sao Tome and Principe,511,Total Population [1000],2009,171,X,h,173,,-0.011560694
678,Sao Tome and Principe,511,Total Population [1000],2010,175,X,h,178,,-0.016853933
678,Sao Tome and Principe,511,Total Population [1000],2011,179,X,h,183,,-0.021857923
678,Sao Tome and Principe,511,Total Population [1000],2012,183,X,h,188,,-0.026595745
678,Sao Tome and Principe,511,Total Population [1000],2013,187,X,h,193,,-0.031088083
68,Bolivia (Plurinational State of),511,Total Population [1000],2000,8340,X,h,8495,,-0.018246027
68,Bolivia (Plurinational State of),511,Total Population [1000],2001,8496,X,h,8669,,-0.019956166
68,Bolivia (Plurinational State of),511,Total Population [1000],2002,8653,X,h,8843,,-0.021485921
68,Bolivia (Plurinational State of),511,Total Population [1000],2003,8810,X,h,9017,,-0.022956637
68,Bolivia (Plurinational State of),511,Total Population [1000],2004,8968,X,h,9188,,-0.023944275
68,Bolivia (Plurinational State of),511,Total Population [1000],2005,9125,X,h,9355,,-0.024585783
68,Bolivia (Plurinational State of),511,Total Population [1000],2006,9283,X,h,9517,,-0.02458758
68,Bolivia (Plurinational State of),511,Total Population [1000],2007,9441,X,h,9676,,-0.024286895
68,Bolivia (Plurinational State of),511,Total Population [1000],2008,9600,X,h,9834,,-0.023794997
68,Bolivia (Plurinational State of),511,Total Population [1000],2009,9759,X,h,9993,,-0.023416391
68,Bolivia (Plurinational State of),511,Total Population [1000],2010,9918,X,h,10157,,-0.02353057
68,Bolivia (Plurinational State of),511,Total Population [1000],2011,10078,X,h,10324,,-0.023827974
68,Bolivia (Plurinational State of),511,Total Population [1000],2012,10239,X,h,10496,,-0.024485518
68,Bolivia (Plurinational State of),511,Total Population [1000],2013,10400,X,h,10671,,-0.025395933
682,Saudi Arabia,511,Total Population [1000],2000,20764,X,h,20145,,0.030727228
682,Saudi Arabia,511,Total Population [1000],2001,21304,X,h,20892,,0.019720467
682,Saudi Arabia,511,Total Population [1000],2002,21906,X,h,21825,,0.00371134
682,Saudi Arabia,511,Total Population [1000],2003,22556,X,h,22852,,-0.012952914
682,Saudi Arabia,511,Total Population [1000],2004,23229,X,h,23839,,-0.025588322
682,Saudi Arabia,511,Total Population [1000],2005,23906,X,h,24690,,-0.031753746
682,Saudi Arabia,511,Total Population [1000],2006,24578,X,h,25372,,-0.03129434
682,Saudi Arabia,511,Total Population [1000],2007,25253,X,h,25916,,-0.025582652
682,Saudi Arabia,511,Total Population [1000],2008,25941,X,h,26366,,-0.016119244
682,Saudi Arabia,511,Total Population [1000],2009,26661,X,h,26796,,-0.005038065
682,Saudi Arabia,511,Total Population [1000],2010,27426,X,h,27258,,0.006163328
682,Saudi Arabia,511,Total Population [1000],2011,28238,X,h,27762,,0.017145739
682,Saudi Arabia,511,Total Population [1000],2012,29086,X,h,28288,,0.028209842
682,Saudi Arabia,511,Total Population [1000],2013,29944,X,h,28829,,0.038676333
686,Senegal,511,Total Population [1000],2000,9884,X,h,9862,,0.002230785
686,Senegal,511,Total Population [1000],2001,10134,X,h,10119,,0.00148236
686,Senegal,511,Total Population [1000],2002,10397,X,h,10390,,0.000673725
